stimulus,List,Concrete_m,Concrete_sd,Number_of_ratings,Number_of_N-respones,Number_of_subjects
exquise,4,1.56,0.53,9,6,15
extase,3,2.27,1.16,15,0,15
extatisch,5,2.20,1.08,15,0,15
extensie,5,2.23,1.42,13,2,15
extensief,3,1.64,0.93,14,1,15
exterieur,3,2.47,1.19,15,0,15
extern,3,1.80,1.01,15,0,15
extinctie,3,1.85,1.07,13,2,15
extra,5,1.40,0.74,15,0,15
extract,3,2.80,1.26,15,0,15
extractie,3,2.27,1.39,15,0,15
extraheren,2,2.07,1.33,14,1,15
extramuraal,1,2.40,1.26,10,5,15
extrapolatie,1,2.00,1.41,10,5,15
extrapoleren,4,1.82,1.25,11,4,15
extratje,4,2.67,1.18,15,0,15
extravagant,2,2.07,0.88,15,0,15
extraversie,5,1.29,0.61,14,1,15
extravert,3,2.00,1.00,15,0,15
extreem,1,1.67,0.72,15,0,15
extremisme,1,1.67,0.82,15,0,15
extremist,5,2.13,0.92,15,0,15
extrinsiek,5,1.73,0.96,15,0,15
extrovert,3,1.93,1.03,15,0,15
ezel,1,5.00,0.00,15,0,15
ezelsoor,1,4.60,0.63,15,0,15
fa,3,3.15,1.72,13,2,15
faalangst,2,1.93,0.96,15,0,15
faam,4,2.07,1.22,15,0,15
fabel,1,2.53,1.19,15,0,15
fabelachtig,1,1.33,0.49,15,0,15
fabeltje,4,2.27,1.16,15,0,15
fabricaat,4,2.47,1.13,15,0,15
fabricage,1,2.79,1.48,14,1,15
fabriceren,5,3.20,1.32,15,0,15
fabriek,1,4.67,0.49,15,0,15
fabrikant,5,3.33,1.05,15,0,15
fabuleus,3,1.87,1.13,15,0,15
facebook,2,3.80,1.15,15,0,15
facet,5,2.00,1.04,14,1,15
facie,5,3.00,2.00,3,12,15
faciliteit,3,1.80,0.77,15,0,15
faciliteiten,2,2.20,1.21,15,0,15
faciliteren,1,1.86,0.86,14,1,15
facsimile,5,2.25,1.49,8,7,15
facteur,1,4.43,0.65,14,1,15
factor,2,1.73,1.10,15,0,15
factotum,3,1.50,0.71,2,13,15
factureren,5,2.64,1.39,14,1,15
factuur,2,3.60,1.12,15,0,15
facultair,3,1.64,0.74,14,1,15
facultatief,2,1.40,0.74,15,0,15
faculteit,4,2.67,1.50,15,0,15
fado,3,3.00,2.00,3,12,15
fagot,4,4.55,1.21,11,4,15
fagottist,3,2.86,1.56,14,1,15
failliet,3,2.00,1.20,15,0,15
faillissement,1,2.20,1.21,15,0,15
fair,2,1.73,0.88,15,0,15
fake,2,2.00,0.85,15,0,15
fakir,4,3.85,1.07,13,2,15
fakkel,2,4.73,0.46,15,0,15
falen,5,2.33,1.11,15,0,15
faliekant,1,1.71,1.14,14,1,15
faling,2,2.15,1.07,13,2,15
fallisch,2,1.64,0.67,11,4,15
fallout,2,2.56,1.01,9,6,15
fallus,1,4.62,0.51,13,2,15
falset,2,4.00,1.22,5,10,15
falsificatie,5,2.47,1.46,15,0,15
falsificeren,2,1.50,0.90,12,3,15
fameus,2,1.47,0.52,15,0,15
familiaal,2,2.40,1.06,15,0,15
familiair,2,2.07,0.80,15,0,15
familie,2,2.80,1.42,15,0,15
familieband,2,1.87,0.83,15,0,15
familiefoto,5,4.13,0.83,15,0,15
familielid,3,2.93,1.49,15,0,15
familienaam,5,2.33,1.29,15,0,15
familiezaak,2,2.40,1.30,15,0,15
familieziek,5,1.60,0.84,10,5,15
fan,3,3.07,1.22,15,0,15
fanaat,3,2.33,1.18,15,0,15
fanaticus,2,2.13,1.30,15,0,15
fanatiek,1,1.67,0.72,15,0,15
fanatiekeling,3,2.13,1.41,15,0,15
fanatisme,5,1.47,0.64,15,0,15
fanclub,3,2.93,1.16,15,0,15
fancy,1,2.00,1.07,15,0,15
fanfare,1,4.40,0.63,15,0,15
fanmail,4,3.47,1.06,15,0,15
fantaseren,5,2.20,1.26,15,0,15
fantasie,5,1.60,0.83,15,0,15
fantasierijk,4,2.00,1.00,15,0,15
fantasme,1,1.62,0.96,13,2,15
fantast,4,2.50,1.51,14,1,15
fantastisch,4,2.20,1.08,15,0,15
fantoom,4,2.38,1.19,13,2,15
farao,5,3.80,1.08,15,0,15
farce,2,1.69,0.85,13,2,15
farde,2,4.42,1.24,12,3,15
farizeeër,4,3.25,1.29,12,3,15
farm,4,3.50,1.27,10,5,15
farmaceutisch,3,2.07,1.10,15,0,15
farmacie,5,3.27,1.03,15,0,15
fascinatie,2,1.93,1.16,15,0,15
fascineren,3,1.93,1.10,15,0,15
fascinerend,2,1.73,0.88,15,0,15
fascisme,4,1.53,0.74,15,0,15
fascist,2,2.13,1.41,15,0,15
fascistisch,3,1.53,0.92,15,0,15
fase,1,1.73,1.16,15,0,15
faseren,2,1.85,0.80,13,2,15
fasering,2,1.54,0.66,13,2,15
fat,4,2.60,1.14,5,10,15
fataal,5,1.93,0.96,15,0,15
fatalisme,4,1.46,0.66,13,2,15
fatalist,1,2.13,1.36,15,0,15
fatalistisch,2,1.15,0.38,13,2,15
fatsoen,2,1.53,0.74,15,0,15
fatsoeneren,2,2.13,0.74,15,0,15
fatsoenlijk,5,2.00,1.13,15,0,15
fatterig,2,2.40,1.14,5,10,15
fauna,4,3.47,1.13,15,0,15
fauteuil,1,4.73,0.46,15,0,15
favoriet,3,1.93,1.03,15,0,15
fax,3,4.07,0.88,15,0,15
fazant,2,4.80,0.41,15,0,15
februari,2,2.00,1.00,15,0,15
fecaal,3,2.36,1.36,11,4,15
fecaliën,3,4.33,1.15,12,3,15
feces,1,4.69,0.48,13,2,15
federaal,5,1.80,1.15,15,0,15
federalisme,5,1.40,1.06,15,0,15
federatie,3,1.67,0.90,15,0,15
fee,5,3.27,1.28,15,0,15
feedback,1,2.33,1.05,15,0,15
feeëriek,1,2.00,1.04,14,1,15
feeks,1,2.80,1.21,15,0,15
feeling,3,1.67,0.82,15,0,15
feest,2,3.93,0.96,15,0,15
feestbeest,5,2.60,1.30,15,0,15
feestdag,1,3.00,1.31,15,0,15
feestelijk,5,2.20,0.94,15,0,15
feesten,3,3.40,1.06,15,0,15
feestganger,3,3.73,0.70,15,0,15
feesthoed,5,4.27,0.88,15,0,15
feestje,1,4.13,0.74,15,0,15
feestjurk,1,4.53,0.52,15,0,15
feestmaal,4,3.80,0.68,15,0,15
feestmuts,2,3.73,1.22,15,0,15
feestneus,3,3.53,1.30,15,0,15
feestnummer,4,3.67,0.90,15,0,15
feestvarken,1,2.73,1.22,15,0,15
feestvieren,1,3.87,0.74,15,0,15
feilbaar,1,1.67,1.05,15,0,15
feilen,1,2.00,0.94,10,5,15
feilloos,5,1.67,0.90,15,0,15
feit,1,1.67,0.90,15,0,15
feitelijk,3,1.47,0.74,15,0,15
feitenrelaas,3,1.80,1.08,15,0,15
fel,5,2.40,1.40,15,0,15
felicitatie,3,2.67,1.45,15,0,15
feliciteren,3,2.60,1.35,15,0,15
fellatio,4,4.44,0.73,9,6,15
feminisme,4,1.80,0.68,15,0,15
feminist,5,1.93,0.80,15,0,15
feministe,2,2.07,1.10,15,0,15
feministisch,5,1.60,0.74,15,0,15
feniks,5,3.86,1.03,14,1,15
fenomeen,2,1.47,0.83,15,0,15
fenomenaal,3,1.67,0.82,15,0,15
fenomenologie,5,1.31,0.48,13,2,15
fenotype,5,1.75,0.89,8,7,15
feodaal,5,1.46,0.78,13,2,15
feodalisme,5,1.50,0.85,14,1,15
ferm,3,1.87,1.06,15,0,15
ferment,5,3.22,1.64,9,6,15
fermenteren,2,2.58,1.24,12,3,15
fermette,4,4.00,1.18,14,1,15
feromoon,4,2.23,1.17,13,2,15
ferry,1,4.53,0.92,15,0,15
ferryboot,3,4.73,0.46,15,0,15
fertilisatie,2,2.42,0.90,12,3,15
fertiliteit,4,2.29,1.20,14,1,15
fervent,2,1.67,0.98,15,0,15
festijn,3,2.93,0.70,15,0,15
festival,1,4.20,0.86,15,0,15
festiviteit,1,3.07,0.96,15,0,15
fêteren,2,2.43,1.27,7,8,15
fetisj,3,1.67,0.90,15,0,15
fetisjisme,1,1.79,1.19,14,1,15
fetisjist,5,2.47,1.13,15,0,15
feuilleton,1,4.13,0.99,15,0,15
feut,2,4.67,0.58,3,12,15
fez,1,4.88,0.35,8,7,15
fezelen,2,3.53,1.06,15,0,15
fiasco,2,2.07,1.03,15,0,15
fiat,3,2.47,1.55,15,0,15
fiatteren,4,1.33,0.50,9,6,15
fibrilleren,2,3.00,1.00,11,4,15
fiche,1,4.13,0.92,15,0,15
fictie,4,1.93,0.96,15,0,15
fictief,5,1.53,0.74,15,0,15
ficus,1,4.89,0.33,9,6,15
fideel,3,1.60,1.07,10,5,15
fiduciaire,5,2.00,1.67,6,9,15
fiducie,1,2.25,1.89,4,11,15
fiedelen,3,1.00,0.00,3,12,15
fielt,3,1.00,0.00,4,11,15
fielterig,5,1.50,0.71,2,13,15
fier,4,2.40,1.18,15,0,15
fiets,1,4.93,0.26,15,0,15
fietsband,4,4.87,0.35,15,0,15
fietsbel,3,4.87,0.35,15,0,15
fietsen,3,4.60,0.63,15,0,15
fietsenmaker,2,3.80,0.77,15,0,15
fietsenrek,3,4.67,0.49,15,0,15
fietser,4,4.47,0.74,15,0,15
fietsketting,3,4.47,0.74,15,0,15
fietspad,1,4.73,0.46,15,0,15
fietspomp,4,4.67,0.82,15,0,15
fietstocht,3,3.87,1.30,15,0,15
figurant,3,3.20,1.21,15,0,15
figuratief,5,1.60,1.06,15,0,15
figureren,1,3.20,1.08,15,0,15
figuur,5,2.93,1.44,15,0,15
figuurlijk,1,1.67,1.05,15,0,15
figuurzaag,5,4.67,0.62,15,0,15
fijn,1,2.00,1.36,15,0,15
fijnbesnaard,1,2.67,1.45,15,0,15
fijngevoelig,3,2.20,1.21,15,0,15
fijnmazig,1,2.83,1.19,12,3,15
fijnproever,3,2.27,1.16,15,0,15
fijntjes,4,2.13,0.99,15,0,15
fijt,4,2.80,1.48,5,10,15
fik,4,2.90,1.29,10,5,15
fikken,3,3.17,1.11,12,3,15
fiks,2,1.73,0.88,15,0,15
fiksen,1,2.60,1.45,15,0,15
filament,5,2.75,1.50,4,11,15
filantroop,4,2.17,1.27,12,3,15
filantropie,3,1.46,0.88,13,2,15
filantropisch,5,2.18,1.40,11,4,15
filatelie,4,2.17,0.75,6,9,15
filatelist,4,3.25,1.39,8,7,15
file,5,4.13,0.92,15,0,15
fileren,5,3.64,1.28,14,1,15
filet,1,4.27,0.80,15,0,15
filiaal,3,2.73,0.80,15,0,15
filibuster,3,1.60,0.89,5,10,15
film,1,4.40,0.74,15,0,15
filmen,1,4.20,0.77,15,0,15
filmfestival,4,3.67,1.23,15,0,15
filmmaker,4,3.73,1.10,15,0,15
filmploeg,1,4.27,0.70,15,0,15
filmrol,3,3.87,0.99,15,0,15
filmster,1,3.80,0.94,15,0,15
filmstudio,4,4.33,0.72,15,0,15
filmwereld,5,2.40,1.24,15,0,15
filosoferen,1,1.80,0.94,15,0,15
filosofie,2,1.20,0.56,15,0,15
filosofisch,5,1.07,0.26,15,0,15
filosoof,4,2.93,1.33,15,0,15
filter,2,3.87,1.13,15,0,15
filteren,5,3.53,1.19,15,0,15
filtreren,1,2.67,1.35,15,0,15
finaal,1,2.14,1.41,14,1,15
finale,1,3.00,1.31,15,0,15
finalist,2,2.93,1.22,15,0,15
finaliteit,2,1.29,0.47,14,1,15
financieel,2,1.87,0.92,15,0,15
financiën,3,2.00,1.00,15,0,15
financier,4,3.36,1.39,14,1,15
financieren,2,2.13,0.74,15,0,15
financiering,4,2.07,1.03,15,0,15
fineer,2,3.25,1.50,4,11,15
finesse,4,2.07,1.00,14,1,15
finesses,5,2.23,0.93,13,2,15
fingeren,5,3.50,1.22,6,9,15
finish,1,4.07,0.88,15,0,15
finishen,1,3.73,1.03,15,0,15
firma,5,3.33,1.05,15,0,15
firmament,3,2.44,1.74,9,6,15
firmant,3,2.50,1.60,8,7,15
fis,5,2.50,0.71,2,13,15
fiscaal,1,1.73,1.10,15,0,15
fiscaliteit,3,1.73,0.88,15,0,15
fiscus,1,2.86,1.35,14,1,15
fistel,1,4.50,0.76,8,7,15
fit,3,2.67,1.23,15,0,15
fitness,5,3.87,0.74,15,0,15
fitnessen,5,4.00,1.25,15,0,15
fitting,3,3.14,1.46,14,1,15
fjord,4,4.27,0.65,11,4,15
flacon,5,4.67,0.62,15,0,15
fladderen,5,3.67,1.18,15,0,15
flagrant,4,1.92,1.16,12,3,15
flair,1,2.33,1.23,15,0,15
flakkeren,1,3.36,1.08,14,1,15
flambard,1,4.33,0.58,3,12,15
flamberen,3,3.87,0.92,15,0,15
flambouw,2,3.00,2.00,3,12,15
flamboyant,3,2.00,1.07,15,0,15
flamenco,5,3.93,1.14,14,1,15
flamingant,4,2.91,1.70,11,4,15
flamingo,2,4.93,0.26,15,0,15
flan,1,4.69,0.48,13,2,15
flanel,3,3.93,1.33,15,0,15
flanellen,2,4.07,0.80,15,0,15
flaneren,2,2.60,1.07,10,5,15
flank,3,3.00,1.07,15,0,15
flankeren,1,3.00,1.41,13,2,15
flansen,5,2.14,1.17,14,1,15
flap,3,3.60,1.50,15,0,15
flapdrol,5,2.23,1.17,13,2,15
flapoor,5,3.93,0.80,15,0,15
flaporen,2,4.67,0.82,15,0,15
flappen,5,3.71,1.38,14,1,15
flapperen,4,3.57,1.45,14,1,15
flapuit,3,1.93,1.10,15,0,15
flard,4,2.93,1.07,14,1,15
flashback,3,2.13,1.19,15,0,15
flat,1,4.60,0.63,15,0,15
flater,4,2.57,1.09,14,1,15
flatgebouw,1,4.53,0.52,15,0,15
flatteren,4,2.33,0.72,15,0,15
flatterend,3,1.80,1.01,15,0,15
flatteus,3,1.93,1.14,14,1,15
flatulentie,2,3.00,1.31,8,7,15
flauw,2,2.20,1.15,15,0,15
flauwekul,4,1.87,0.83,15,0,15
flauwerd,5,1.87,0.92,15,0,15
flauwerik,4,2.60,1.12,15,0,15
flauwiteit,3,2.07,1.22,15,0,15
flauwte,1,2.60,0.99,15,0,15
flauwvallen,1,3.93,1.22,15,0,15
fleemtong,4,3.43,1.62,7,8,15
flegma,3,2.00,1.26,6,9,15
flegmatiek,2,2.17,1.83,6,9,15
flegmatisch,4,2.00,1.05,10,5,15
flemen,5,2.71,1.27,14,1,15
flemerij,1,2.42,1.38,12,3,15
flens,5,4.46,0.78,13,2,15
flensje,5,4.64,0.63,14,1,15
fles,2,4.93,0.26,15,0,15
flesopener,2,4.67,0.82,15,0,15
flessen,2,4.53,1.06,15,0,15
flesvoeding,3,4.00,1.07,15,0,15
flets,4,2.86,1.29,14,1,15
fleurig,5,2.80,0.94,15,0,15
flierefluiter,2,2.57,1.22,14,1,15
flik,1,4.13,0.92,15,0,15
flikflooien,2,2.67,1.11,15,0,15
flikken,3,3.27,1.44,15,0,15
flikker,1,3.07,1.28,15,0,15
flikkeren,5,3.40,1.35,15,0,15
flink,5,1.80,1.15,15,0,15
flinkerd,2,2.53,1.36,15,0,15
flinterdun,2,3.67,0.98,15,0,15
flipflop,3,4.40,0.99,15,0,15
flipover,1,4.08,0.86,13,2,15
flippen,2,2.73,1.16,15,0,15
flipperen,5,3.21,1.05,14,1,15
flipperkast,1,4.80,0.41,15,0,15
flirt,4,2.87,0.99,15,0,15
flirten,1,3.07,1.16,15,0,15
flirterig,1,2.80,1.37,15,0,15
flits,2,4.20,0.86,15,0,15
flitsen,2,3.80,0.77,15,0,15
flitsend,3,2.93,1.22,15,0,15
flitser,4,3.93,1.16,15,0,15
flitspaal,2,4.47,0.74,15,0,15
flodder,5,2.79,1.25,14,1,15
flodderen,4,2.87,1.30,15,0,15
flodderig,1,3.27,1.22,15,0,15
floepen,5,2.67,1.11,15,0,15
floers,2,2.33,1.03,6,9,15
flonkeren,1,2.82,1.33,11,4,15
flop,3,2.33,1.29,15,0,15
floppen,2,2.00,0.76,15,0,15
floppy,3,3.62,1.50,13,2,15
flora,1,3.67,1.23,15,0,15
floreren,4,2.38,1.12,13,2,15
florijn,1,4.13,1.36,8,7,15
florissant,3,2.50,1.17,12,3,15
florist,2,3.47,0.99,15,0,15
flosdraad,4,4.79,0.43,14,1,15
flossen,5,3.93,1.03,15,0,15
flottielje,3,3.33,1.15,3,12,15
flou,5,3.29,1.07,14,1,15
flox,4,4.00,1.73,3,12,15
fluctuatie,4,2.08,1.08,12,3,15
fluctueren,4,2.45,0.93,11,4,15
fluim,5,4.38,0.65,13,2,15
fluisteren,5,3.67,1.29,15,0,15
fluit,3,4.47,1.06,15,0,15
fluit,3,4.53,0.64,15,0,15
fluit,1,4.80,0.41,15,0,15
fluit,4,4.80,0.56,15,0,15
fluit,2,4.87,0.52,15,0,15
fluit,5,4.87,0.35,15,0,15
fluiten,4,4.40,1.12,15,0,15
fluitist,1,4.33,0.62,15,0,15
fluitje,3,4.47,0.83,15,0,15
fluitketel,3,4.53,0.64,15,0,15
fluks,2,1.67,1.15,3,12,15
fluo,3,3.60,0.99,15,0,15
fluor,3,3.13,1.41,15,0,15
fluorescent,2,3.07,1.49,14,1,15
fluoresceren,3,3.79,1.12,14,1,15
flut,3,1.82,1.25,11,4,15
fluweel,5,4.67,0.62,15,0,15
fluwelen,1,4.00,0.93,15,0,15
fluwijn,5,4.44,0.88,9,6,15
fnuiken,3,2.83,1.34,12,3,15
fnuikend,5,2.00,0.95,12,3,15
fobie,5,1.80,1.08,15,0,15
fobisch,5,1.86,0.86,14,1,15
focus,2,1.67,0.72,15,0,15
focussen,2,2.27,0.88,15,0,15
foedraal,5,3.00,0.82,4,11,15
foef,4,4.00,1.46,15,0,15
foefelen,4,2.80,1.08,15,0,15
foefje,3,3.14,1.35,14,1,15
foei,3,1.93,1.22,15,0,15
foeilelijk,2,2.33,1.05,15,0,15
foelie,5,3.14,1.57,7,8,15
foerage,5,3.40,1.14,5,10,15
foerageren,2,3.50,1.73,4,11,15
foerier,3,3.00,1.50,9,6,15
foetaal,2,1.92,0.90,12,3,15
foeteren,3,2.67,1.37,12,3,15
foetsie,4,1.86,1.10,14,1,15
foetus,4,4.27,0.59,15,0,15
föhn,3,4.14,1.03,14,1,15
föhnen,2,4.13,0.52,15,0,15
fok,3,3.15,1.34,13,2,15
fokken,2,3.00,1.20,15,0,15
fokker,2,3.27,0.96,15,0,15
folder,3,4.40,0.83,15,0,15
foliant,1,3.40,1.67,5,10,15
folie,2,4.53,0.74,15,0,15
folk,4,2.86,1.23,14,1,15
folklore,5,2.53,1.06,15,0,15
folklorist,3,2.40,1.40,15,0,15
folkmuziek,1,3.73,1.33,15,0,15
follikel,3,3.31,1.18,13,2,15
folteren,2,3.33,1.11,15,0,15
foltering,4,3.13,1.13,15,0,15
fondant,1,3.93,1.28,15,0,15
fonds,5,2.27,0.96,15,0,15
fondue,1,4.73,0.46,15,0,15
foneem,3,1.17,0.41,6,9,15
fonetiek,3,1.42,0.51,12,3,15
fonetisch,2,2.20,1.21,15,0,15
fonkelen,4,3.50,1.09,14,1,15
fonkelend,5,3.87,1.13,15,0,15
fonologisch,3,1.69,1.18,13,2,15
fontanel,1,4.50,0.71,10,5,15
fontein,2,4.87,0.35,15,0,15
fonteintje,5,4.67,0.62,15,0,15
fooi,1,4.00,1.00,15,0,15
foor,1,4.36,0.63,14,1,15
foppen,4,2.73,1.03,15,0,15
fopperij,3,2.21,1.12,14,1,15
fopspeen,3,4.73,0.46,15,0,15
forceren,4,2.80,1.01,15,0,15
forehand,2,3.67,1.29,15,0,15
forel,4,4.93,0.27,14,1,15
forens,3,1.80,0.79,10,5,15
forensisch,3,1.73,0.96,15,0,15
forfait,5,1.87,1.13,15,0,15
forfaitair,2,1.43,0.65,14,1,15
formaat,4,2.60,0.83,15,0,15
formaliseren,5,1.79,1.12,14,1,15
formalistisch,2,1.36,0.50,14,1,15
formaliteit,4,1.73,0.88,15,0,15
formateur,1,2.64,1.15,14,1,15
formatie,3,2.13,1.25,15,0,15
formatteren,2,2.07,1.07,14,1,15
formeel,2,1.73,0.80,15,0,15
formeren,4,1.93,1.27,14,1,15
formica,2,2.25,1.26,4,11,15
formidabel,3,1.93,1.03,15,0,15
formule,2,2.40,1.30,15,0,15
formuleren,2,1.87,0.92,15,0,15
formulering,1,1.80,1.08,15,0,15
formulewagen,1,4.54,0.88,13,2,15
formulier,2,3.53,1.30,15,0,15
fornuis,2,4.87,0.35,15,0,15
fors,3,2.73,1.28,15,0,15
fort,3,4.00,1.25,15,0,15
fortificatie,2,1.89,1.05,9,6,15
fortuin,2,2.60,0.99,15,0,15
fortuinlijk,1,1.87,1.06,15,0,15
forum,5,2.20,1.26,15,0,15
fosfaat,5,3.33,1.40,15,0,15
fosfor,3,3.40,1.35,15,0,15
fossiel,5,4.53,0.64,15,0,15
foto,5,4.47,0.64,15,0,15
fotoalbum,3,4.53,0.83,15,0,15
fotoboek,2,4.60,0.51,15,0,15
fotogeniek,3,2.20,1.37,15,0,15
fotograaf,1,4.33,0.62,15,0,15
fotografe,1,4.33,0.72,15,0,15
fotograferen,3,3.87,1.06,15,0,15
fotografie,2,3.00,1.25,15,0,15
fotografisch,5,2.27,1.33,15,0,15
fotokopie,3,4.27,0.70,15,0,15
fotokopiëren,3,3.87,0.83,15,0,15
fotomodel,3,3.73,0.96,15,0,15
foton,4,3.27,1.27,11,4,15
fotosessie,1,4.07,0.88,15,0,15
fotosfeer,1,2.64,1.45,14,1,15
fotosynthese,2,2.60,1.59,15,0,15
fototoestel,1,4.93,0.26,15,0,15
fouilleren,4,3.47,1.25,15,0,15
fournituren,1,3.43,1.81,7,8,15
fout,5,2.20,0.68,15,0,15
foutief,2,2.00,0.93,15,0,15
foutloos,5,1.80,0.77,15,0,15
foxtrot,3,3.33,1.50,12,3,15
fraai,5,2.07,1.21,14,1,15
fractie,5,2.13,0.99,15,0,15
fractuur,1,3.93,0.96,15,0,15
fragiel,2,3.13,1.06,15,0,15
fragment,3,2.93,1.33,15,0,15
fragmentarisch,1,2.00,0.93,15,0,15
fragmentatie,2,2.29,0.99,14,1,15
fragmenteren,3,2.60,1.18,15,0,15
frak,2,4.29,1.14,14,1,15
framboos,3,4.80,0.56,15,0,15
frame,4,3.87,0.83,15,0,15
franchise,2,1.83,0.94,12,3,15
franciscaan,1,2.79,1.31,14,1,15
francofiel,5,2.09,0.94,11,4,15
francofoon,4,2.77,1.42,13,2,15
frangipane,4,4.80,0.41,15,0,15
franje,3,3.29,1.38,14,1,15
frank,3,3.13,1.36,15,0,15
frankeren,1,3.33,1.23,15,0,15
franskiljon,3,2.00,1.41,2,13,15
frappant,2,1.40,0.63,15,0,15
frapperen,3,2.00,1.13,12,3,15
frase,2,2.91,1.22,11,4,15
frasering,1,1.27,0.47,11,4,15
frater,5,3.00,1.41,9,6,15
frats,4,2.86,1.10,14,1,15
fratsen,5,2.14,0.86,14,1,15
fraude,5,2.07,0.96,15,0,15
frauderen,4,2.20,1.26,15,0,15
fraudeur,1,2.73,1.28,15,0,15
frauduleus,1,1.87,0.92,15,0,15
freak,3,2.47,1.46,15,0,15
freelancer,1,2.73,1.28,15,0,15
frees,3,3.67,0.71,9,6,15
freewheelen,1,2.33,1.37,12,3,15
fregat,5,4.38,0.74,8,7,15
frêle,5,2.50,0.90,12,3,15
frenetiek,1,3.50,2.12,2,13,15
frenologie,2,1.20,0.42,10,5,15
frequent,4,1.87,1.06,15,0,15
frequentie,4,2.47,0.99,15,0,15
fresco,2,4.07,1.22,15,0,15
fresia,2,4.00,1.53,7,8,15
fret,3,4.80,0.41,15,0,15
freule,1,2.83,1.60,6,9,15
frezen,3,3.55,1.37,11,4,15
fricandeau,4,4.50,0.84,6,9,15
frictie,1,3.00,1.04,12,3,15
friemelen,4,3.20,1.21,15,0,15
friet,4,4.73,0.59,15,0,15
frieten,4,4.79,0.80,14,1,15
frietjes,4,4.67,0.82,15,0,15
frietketel,3,4.80,0.41,15,0,15
frietkot,1,4.60,0.63,15,0,15
frietpot,5,4.27,1.16,15,0,15
frietvet,1,4.60,0.63,15,0,15
frigide,3,1.92,1.04,13,2,15
frigo,4,4.73,0.80,15,0,15
frigobox,2,4.67,0.49,15,0,15
frik,4,3.40,0.89,5,10,15
frikadel,1,4.87,0.35,15,0,15
frikandel,3,4.60,0.63,15,0,15
fris,3,3.27,1.16,15,0,15
frisbee,2,4.93,0.26,15,0,15
frisco,5,4.67,0.62,15,0,15
frisdrank,3,4.13,0.92,15,0,15
friseren,1,4.80,0.45,5,10,15
frites,5,4.18,0.98,11,4,15
friteuse,1,4.73,0.46,15,0,15
frituren,4,4.07,1.10,15,0,15
frituur,2,4.73,0.59,15,0,15
frituurpan,5,4.67,0.72,15,0,15
frituurvet,2,4.53,0.74,15,0,15
frivool,3,1.93,1.07,14,1,15
frommelen,1,3.60,1.30,15,0,15
frommelig,2,3.00,1.13,12,3,15
frons,5,4.13,0.92,15,0,15
fronsen,1,4.33,0.72,15,0,15
front,2,2.73,1.16,15,0,15
frontaal,1,3.00,1.20,15,0,15
frontlinie,5,3.27,1.44,15,0,15
frotten,5,3.17,1.47,6,9,15
fructose,1,3.27,1.53,15,0,15
fruit,3,4.20,0.56,15,0,15
fruiten,2,3.36,1.45,14,1,15
fruitig,1,3.13,1.25,15,0,15
fruitmand,5,4.73,0.70,15,0,15
fruitpap,3,4.67,0.62,15,0,15
fruitpers,5,4.60,0.91,15,0,15
fruitsap,2,4.93,0.26,15,0,15
fruitschaal,5,4.60,0.83,15,0,15
fruitsla,1,4.73,0.46,15,0,15
fruitteelt,1,3.73,1.03,15,0,15
fruitvlieg,5,4.80,0.56,15,0,15
frul,2,2.73,1.49,11,4,15
frullen,3,3.00,1.52,14,1,15
frummelen,5,3.36,1.22,14,1,15
frunniken,2,3.36,1.22,14,1,15
frustratie,1,2.27,1.22,15,0,15
frustreren,1,2.20,1.08,15,0,15
frustrerend,2,1.93,1.03,15,0,15
frutsel,1,2.64,1.28,14,1,15
frutselen,5,3.07,1.16,15,0,15
fuchsia,5,4.54,0.52,13,2,15
fuga,3,3.00,2.00,5,10,15
fuif,5,3.67,0.82,15,0,15
fuifnummer,3,2.67,1.35,15,0,15
fuik,2,3.43,1.51,7,8,15
fuiven,5,3.60,1.24,15,0,15
fulmineren,2,2.40,0.89,5,10,15
fun,4,2.53,1.06,15,0,15
functie,2,1.73,1.10,15,0,15
functionaliteit,4,2.13,1.13,15,0,15
functionaris,2,2.60,1.30,15,0,15
functioneel,2,1.53,0.83,15,0,15
functioneren,3,1.80,0.77,15,0,15
fundament,2,2.67,1.23,15,0,15
fundamenteel,1,1.73,1.39,15,0,15
funderen,5,2.73,1.28,15,0,15
fundering,1,3.67,1.40,15,0,15
funerarium,1,4.00,0.96,14,1,15
funest,2,2.00,1.41,8,7,15
fungeren,4,1.80,0.94,15,0,15
funk,1,3.36,1.39,14,1,15
furie,4,3.07,0.62,14,1,15
furieus,5,2.27,1.16,15,0,15
furore,2,1.80,0.92,10,5,15
fuseren,4,2.46,1.05,13,2,15
fusie,3,2.20,0.94,15,0,15
fusilleren,3,3.08,1.16,12,3,15
fusioneren,3,2.13,1.25,15,0,15
fust,3,2.00,1.73,3,12,15
fut,3,1.93,1.03,15,0,15
futiel,4,1.80,0.92,10,5,15
futiliteit,3,1.80,1.21,15,0,15
futloos,1,2.27,1.03,15,0,15
futloosheid,5,2.33,0.82,15,0,15
futurisme,5,1.07,0.26,15,0,15
futuristisch,3,1.87,1.13,15,0,15
fuut,1,4.64,0.67,11,4,15
fysica,4,2.13,0.83,15,0,15
fysicus,2,2.80,1.26,15,0,15
fysiek,2,1.93,0.59,15,0,15
fysiognomie,3,1.71,1.11,7,8,15
fysiologie,4,2.14,1.10,14,1,15
fysiologisch,1,2.00,1.36,15,0,15
fysionomie,5,2.11,1.36,9,6,15
fysiotherapie,2,2.29,1.20,14,1,15
